order_id,order_date,customer_id,customer_name,product_id,product_name,category,quantity,price,city,payment_type
ORD000072658,2026-01-14,CUST115809,Sathvik Bhargava,PROD100104,Soundbar Variant 5,Electronics,1,18433.47,Begusarai,UPI
ORD000072659,2026-01-14,CUST128376,Januja Mitra,PROD100269,Iron Variant 5,Home,2,74294.93,Bokaro,UPI
ORD000072660,2026-01-14,CUST133215,Yatan Kadakia,PROD100172,Lehenga Variant 3,Clothing,2,76971.1,Thrissur,Credit Card
ORD000072661,2026-01-14,CUST124152,Bachittar Seth,PROD100163,Kurti Variant 4,Clothing,4,71324.47,Firozabad,Cash on Delivery
ORD000072662,2026-01-14,CUST132641,Harita Sengupta,PROD100065,External Hard Drive Variant 1,Electronics,1,62155.75,Gudivada,UPI
ORD000072663,2026-01-14,CUST107623,Edhitha Borah,PROD100010,Tablet Variant 1,Electronics,4,79637.02,Indore,Net Banking
ORD000072664,2026-01-14,CUST101088,Parth Mammen,PROD100093,RAM Variant 4,Electronics,4,32556.18,Asansol,Cash on Delivery
ORD000072665,2026-01-14,CUST118612,Pushti Bumb,PROD100230,Nightwear Variant 1,Clothing,5,48615.76,Chapra,Credit Card
ORD000072666,2026-01-14,CUST103674,Nicholas Raja,PROD100183,Shorts Variant 4,Clothing,3,71292.23,Kurnool,Debit Card
ORD000072667,2026-01-14,CUST142193,Vedant Raju,PROD100125,T-Shirt Variant 1,Clothing,1,40242.7,Purnia,Net Banking
ORD000072668,2026-01-14,CUST114171,Shivani Bakshi,PROD100290,Ceiling Fan Variant 1,Home,4,27490.73,Mysore,Net Banking
ORD000072669,2026-01-14,CUST116247,Chanakya Basu,PROD100627,Knee Guard Variant 3,Sports,3,3376.66,Coimbatore,UPI
ORD000072670,2026-01-14,CUST134856,Gayathri Chandran,PROD100233,Nightwear Variant 4,Clothing,3,54232.94,Eluru,Cash on Delivery
ORD000072671,2026-01-14,CUST149781,Lakshit Bawa,PROD100594,Skipping Rope Variant 5,Sports,3,31020.15,Bhilai,Net Banking
ORD000072672,2026-01-14,CUST101092,Aadhya Roy,PROD100444,History Book Variant 5,Books,3,75969.47,Thane,Net Banking
ORD000072673,2026-01-14,CUST121522,Mohammed Kothari,PROD100613,Gym Gloves Variant 4,Sports,4,76007.46,Tumkur,Net Banking
ORD000072674,2026-01-14,CUST113826,Aishani Bhattacharyya,PROD100262,Electric Kettle Variant 3,Home,1,6083.05,Cuttack,Debit Card
ORD000072675,2026-01-14,CUST149215,Dipta Sheth,PROD100569,Badminton Racket Variant 5,Sports,5,78496.98,New Delhi,Cash on Delivery
ORD000072676,2026-01-14,CUST140521,Chanchal Pingle,PROD100196,Track Pants Variant 2,Clothing,1,76006.4,Asansol,Credit Card
ORD000072677,2026-01-14,CUST124608,Chakrika Kumer,PROD100466,Serum Variant 2,Beauty,4,40661.37,Hosur,Cash on Delivery
ORD000072678,2026-01-14,CUST103972,Falak Chandra,PROD100497,Hair Oil Variant 3,Beauty,4,1492.09,Salem,Net Banking
ORD000072679,2026-01-14,CUST118498,Sneha Panchal,PROD100110,VR Headset Variant 1,Electronics,3,4443.12,Dharmavaram,Cash on Delivery
ORD000072680,2026-01-14,CUST145390,Maanas Kibe,PROD100542,Body Lotion Variant 3,Beauty,1,42175.09,Saharanpur,Credit Card
ORD000072681,2026-01-14,CUST119303,Tripti Bhat,PROD100171,Lehenga Variant 2,Clothing,2,8038.2,Parbhani,Credit Card
ORD000072682,2026-01-14,CUST149282,Banjeet Yohannan,PROD100553,Cricket Ball Variant 4,Sports,5,40210.17,Baranagar,Debit Card
ORD000072683,2026-01-14,CUST122768,Anmol Solanki,PROD100523,Trimmer Variant 4,Beauty,4,76465.19,Dindigul,Credit Card
ORD000072684,2026-01-14,CUST132073,Ekalinga Chaudry,PROD100088,Motherboard Variant 4,Electronics,1,72031.58,Panihati,Credit Card
ORD000072685,2026-01-14,CUST126850,Shivani Balakrishnan,PROD100272,Water Purifier Variant 3,Home,3,51406.28,Vellore,UPI
ORD000072686,2026-01-14,CUST103667,Aditya Dada,PROD100574,Shuttlecock Variant 5,Sports,3,10129.44,Tiruppur,Net Banking
ORD000072687,2026-01-14,CUST136181,Zaid Dube,PROD100310,Pillow Variant 1,Home,3,6871.22,Darbhanga,Net Banking
ORD000072688,2026-01-14,CUST118248,Ansh Chowdhury,PROD100438,Science Book Variant 4,Books,1,56659.19,Kamarhati,Debit Card
ORD000072689,2026-01-14,CUST114397,Vyanjana Bains,PROD100470,Perfume Variant 1,Beauty,4,13582.54,Firozabad,Debit Card
ORD000072690,2026-01-14,CUST139517,Vincent Salvi,PROD100431,Maths Book Variant 2,Books,1,66954.41,Ghaziabad,Debit Card
ORD000072691,2026-01-14,CUST115565,Vedant Bumb,PROD100153,Sweatshirt Variant 4,Clothing,5,18309.83,Darbhanga,Credit Card
ORD000072692,2026-01-14,CUST132814,Manya Korpal,PROD100382,Exam Guide Variant 3,Books,3,28383.75,Bharatpur,Net Banking
ORD000072693,2026-01-14,CUST143543,Bishakha Acharya,PROD100567,Badminton Racket Variant 3,Sports,5,70228.62,Haridwar,Net Banking
ORD000072694,2026-01-14,CUST105808,Aashi Ram,PROD100469,Serum Variant 5,Beauty,5,75299.59,Bijapur,UPI
ORD000072695,2026-01-14,CUST139316,Oscar Chander,PROD100239,Mixer Grinder Variant 5,Home,4,6174.32,Ujjain,Credit Card
