order_id,order_date,customer_id,customer_name,product_id,product_name,category,quantity,price,city,payment_type
ORD000180578,2026-02-01,CUST140995,Meera Patla,PROD100228,Innerwear Variant 4,Clothing,1,5749.53,Bhimavaram,Net Banking
ORD000180579,2026-02-01,CUST107237,Irya Kant,PROD100233,Nightwear Variant 4,Clothing,1,5676.62,Ghaziabad,Debit Card
ORD000180580,2026-02-01,CUST137644,Madhav Ahluwalia,PROD100459,Moisturizer Variant 5,Beauty,5,61556.71,Arrah,Credit Card
ORD000180581,2026-02-01,CUST124983,Jairaj Chawla,PROD100354,Door Mat Variant 5,Home,3,13852.72,Chennai,Debit Card
ORD000180582,2026-02-01,CUST142642,Ronith Mahal,PROD100082,Graphics Card Variant 3,Electronics,2,19994.79,Erode,UPI
ORD000180583,2026-02-01,CUST109917,Yashoda Bhasin,PROD100435,Science Book Variant 1,Books,4,23903.97,Singrauli,UPI
ORD000180584,2026-02-01,CUST103587,Abha Rajan,PROD100592,Skipping Rope Variant 3,Sports,3,8529.69,Rohtak,Credit Card
ORD000180585,2026-02-01,CUST107780,Sai Narain,PROD100584,Basketball Variant 5,Sports,2,71569.17,Solapur,Net Banking
ORD000180586,2026-02-01,CUST106160,Bhavika Shroff,PROD100157,Kurta Variant 3,Clothing,4,68889.38,Eluru,Credit Card
ORD000180587,2026-02-01,CUST141008,Panini Narayan,PROD100270,Water Purifier Variant 1,Home,3,70847.62,Asansol,Debit Card
ORD000180588,2026-02-01,CUST110061,Suhani Khanna,PROD100369,Biography Variant 5,Books,3,52476.79,Danapur,Net Banking
ORD000180589,2026-02-01,CUST110434,Eshana Kala,PROD100133,Shirt Variant 4,Clothing,5,29140.8,Berhampur,Debit Card
ORD000180590,2026-02-01,CUST116769,Krishna Srinivas,PROD100210,Socks Variant 1,Clothing,5,58185.48,Parbhani,Cash on Delivery
ORD000180591,2026-02-01,CUST134737,Eta Peri,PROD100481,Lipstick Variant 2,Beauty,5,52386.24,Visakhapatnam,UPI
ORD000180592,2026-02-01,CUST124737,Chanchal Basu,PROD100246,Refrigerator Variant 2,Home,4,68676.38,Morena,Cash on Delivery
ORD000180593,2026-02-01,CUST138101,Rachit Gola,PROD100410,Children Book Variant 1,Books,2,70477.85,Gandhidham,UPI
ORD000180594,2026-02-01,CUST134509,Vritti Chopra,PROD100124,Digital Camera Variant 5,Electronics,2,29272.47,Muzaffarpur,Cash on Delivery
ORD000180595,2026-02-01,CUST100638,Patrick Thakkar,PROD100607,Treadmill Variant 3,Sports,1,67466.53,Farrukhabad,Debit Card
ORD000180596,2026-02-01,CUST139759,Peter Ben,PROD100031,Power Bank Variant 2,Electronics,4,54559.14,Hyderabad,Cash on Delivery
ORD000180597,2026-02-01,CUST117657,Ekaraj Comar,PROD100228,Innerwear Variant 4,Clothing,1,3498.92,Nadiad,Credit Card
ORD000180598,2026-02-01,CUST101046,Vritti Setty,PROD100146,Jacket Variant 2,Clothing,2,5295.21,Surendranagar Dudhrej,Cash on Delivery
ORD000180599,2026-02-01,CUST131545,Upasna Nagarajan,PROD100621,Helmet Variant 2,Sports,5,68712.24,Ballia,Credit Card
ORD000180600,2026-02-01,CUST101911,Dhriti Balakrishnan,PROD100306,Bedsheet Variant 2,Home,1,2940.07,Morbi,UPI
ORD000180601,2026-02-01,CUST104670,Onveer Bhatti,PROD100181,Shorts Variant 2,Clothing,3,76461.35,Gulbarga,Net Banking
ORD000180602,2026-02-01,CUST123064,Gaurav Nagar,PROD100193,Top Variant 4,Clothing,3,79958.9,Ambarnath,UPI
ORD000180603,2026-02-01,CUST130329,Lohit Basu,PROD100020,Headphones Variant 1,Electronics,2,42698.18,Tirupati,Cash on Delivery
ORD000180604,2026-02-01,CUST149527,Caleb Chawla,PROD100273,Water Purifier Variant 4,Home,1,55486.94,Ballia,Credit Card
ORD000180605,2026-02-01,CUST147052,Champak Gera,PROD100632,Cycling Gloves Variant 3,Sports,2,49434.72,Bhusawal,UPI
ORD000180606,2026-02-01,CUST127023,Maanas Bhatt,PROD100217,Raincoat Variant 3,Clothing,1,78829.58,Eluru,Net Banking
ORD000180607,2026-02-01,CUST104653,Nathan Ray,PROD100475,Deodorant Variant 1,Beauty,4,75875.53,Panihati,Credit Card
ORD000180608,2026-02-01,CUST141053,Neel Mammen,PROD100190,Top Variant 1,Clothing,4,4096.03,Hyderabad,Cash on Delivery
ORD000180609,2026-02-01,CUST111261,Maanas Boase,PROD100033,Power Bank Variant 4,Electronics,3,14888.15,Khora ,Net Banking
ORD000180610,2026-02-01,CUST135249,Alexander Magar,PROD100515,Beard Oil Variant 1,Beauty,3,5115.99,Anand,Credit Card
ORD000180611,2026-02-01,CUST142299,Ekalinga Bhalla,PROD100044,Mouse Variant 5,Electronics,5,7431.75,Suryapet,Net Banking
ORD000180612,2026-02-01,CUST127584,Omaja Pradhan,PROD100137,Jeans Variant 3,Clothing,2,15183.94,Dehri,Debit Card
ORD000180613,2026-02-01,CUST144604,Qushi Puri,PROD100284,Air Cooler Variant 5,Home,3,52105.49,Ozhukarai,Net Banking
ORD000180614,2026-02-01,CUST140544,Raagini Savant,PROD100452,Face Cream Variant 3,Beauty,4,35302.54,Vijayanagaram,Debit Card
ORD000180615,2026-02-01,CUST121180,Yashica Chaudhry,PROD100252,Microwave Oven Variant 3,Home,2,10697.39,Burhanpur,Net Banking
ORD000180616,2026-02-01,CUST106530,Samar Nair,PROD100493,Compact Powder Variant 4,Beauty,3,58535.63,Indore,Cash on Delivery
ORD000180617,2026-02-01,CUST149041,Nimrat Minhas,PROD100412,Children Book Variant 3,Books,3,34433.47,Dhule,Debit Card
ORD000180618,2026-02-01,CUST126278,Mitesh Bakshi,PROD100281,Air Cooler Variant 2,Home,5,79302.15,Sangli-Miraj & Kupwad,Cash on Delivery
ORD000180619,2026-02-01,CUST109928,Naksh Chhabra,PROD100429,Law Book Variant 5,Books,2,69429.74,North Dumdum,Credit Card
