order_id,order_date,customer_id,customer_name,product_id,product_name,category,quantity,price,city,payment_type
ORD000185788,2026-02-02,CUST132516,Aditya Bhattacharyya,PROD100317,Mattress Variant 3,Home,2,21342.25,Haridwar,Net Banking
ORD000185789,2026-02-02,CUST137710,Pranav Lad,PROD100449,Face Wash Variant 5,Beauty,4,78720.65,Thiruvananthapuram,UPI
ORD000185790,2026-02-02,CUST115770,Faras Nadkarni,PROD100142,Trousers Variant 3,Clothing,5,74372.88,Kishanganj,Cash on Delivery
ORD000185791,2026-02-02,CUST110129,Ethan Dash,PROD100440,History Book Variant 1,Books,2,4557.51,Madurai,Net Banking
ORD000185792,2026-02-02,CUST123379,Netra Comar,PROD100612,Gym Gloves Variant 3,Sports,4,8732.6,Ulhasnagar,Cash on Delivery
ORD000185793,2026-02-02,CUST121719,Sara Bhatti,PROD100176,Blazer Variant 2,Clothing,1,21827.96,Kottayam,Credit Card
ORD000185794,2026-02-02,CUST107020,Dayamai Kohli,PROD100157,Kurta Variant 3,Clothing,1,56906.63,Kakinada,Net Banking
ORD000185795,2026-02-02,CUST140352,Oscar Vasa,PROD100246,Refrigerator Variant 2,Home,3,20536.08,Tinsukia,UPI
ORD000185796,2026-02-02,CUST130424,Libni Dash,PROD100593,Skipping Rope Variant 4,Sports,3,8075.3,Jammu,UPI
ORD000185797,2026-02-02,CUST140958,Dhriti Lad,PROD100474,Perfume Variant 5,Beauty,5,8769.03,Tiruppur,Net Banking
ORD000185798,2026-02-02,CUST103345,Amruta Sahni,PROD100587,Yoga Mat Variant 3,Sports,2,33870.82,Muzaffarpur,Debit Card
ORD000185799,2026-02-02,CUST121265,Ishwar Kapadia,PROD100526,Face Razor Variant 2,Beauty,5,72837.14,Sikar,Net Banking
ORD000185800,2026-02-02,CUST135958,Ekansh Jhaveri,PROD100603,Resistance Band Variant 4,Sports,4,33349.75,Davanagere,Debit Card
ORD000185801,2026-02-02,CUST106421,Avi Yogi,PROD100330,Sofa Variant 1,Home,4,76263.65,Tumkur,Credit Card
ORD000185802,2026-02-02,CUST112626,Mitali Narang,PROD100468,Serum Variant 4,Beauty,5,652.18,Kalyan-Dombivli,Cash on Delivery
ORD000185803,2026-02-02,CUST102946,Meghana Iyengar,PROD100115,Drone Variant 1,Electronics,1,40670.56,Haldia,Credit Card
ORD000185804,2026-02-02,CUST105641,Yashica Mandal,PROD100183,Shorts Variant 4,Clothing,3,23464.01,Guna,UPI
ORD000185805,2026-02-02,CUST113216,Chasmum Dewan,PROD100376,Magazine Variant 2,Books,2,54563.84,Imphal,Credit Card
ORD000185806,2026-02-02,CUST144926,Vaishnavi Bhatt,PROD100446,Face Wash Variant 2,Beauty,3,9623.81,Gorakhpur,Cash on Delivery
ORD000185807,2026-02-02,CUST119187,Gaurang Kothari,PROD100623,Helmet Variant 4,Sports,1,16732.74,Jabalpur,Debit Card
ORD000185808,2026-02-02,CUST147887,Yasti Nagar,PROD100212,Socks Variant 3,Clothing,3,27060.44,Srikakulam,Credit Card
ORD000185809,2026-02-02,CUST140426,Krish Sen,PROD100313,Pillow Variant 4,Home,2,3301.87,Chandigarh,UPI
ORD000185810,2026-02-02,CUST125437,Yashawini Chadha,PROD100199,Track Pants Variant 5,Clothing,3,44333.26,Tenali,UPI
ORD000185811,2026-02-02,CUST101733,Dalaja Vasa,PROD100155,Kurta Variant 1,Clothing,3,51546.6,Gopalpur,UPI
ORD000185812,2026-02-02,CUST119505,Parth Goswami,PROD100114,VR Headset Variant 5,Electronics,5,41915.84,Jhansi,UPI
ORD000185813,2026-02-02,CUST112023,Sarthak Savant,PROD100494,Compact Powder Variant 5,Beauty,2,69236.22,North Dumdum,Cash on Delivery
ORD000185814,2026-02-02,CUST136504,Yochana Sanghvi,PROD100380,Exam Guide Variant 1,Books,3,4405.6,Bhalswa Jahangir Pur,Debit Card
ORD000185815,2026-02-02,CUST141932,Ranbir Sami,PROD100084,Graphics Card Variant 5,Electronics,3,46065.6,Durg,Debit Card
ORD000185816,2026-02-02,CUST129185,Keya Doctor,PROD100514,Hair Mask Variant 5,Beauty,1,61412.19,Thanjavur,Net Banking
ORD000185817,2026-02-02,CUST130650,Azaan Kibe,PROD100297,Lamp Variant 3,Home,4,30102.89,Imphal,UPI
ORD000185818,2026-02-02,CUST148027,Bishakha Baral,PROD100378,Magazine Variant 4,Books,3,41080.92,Kanpur,Debit Card
ORD000185819,2026-02-02,CUST147156,Shaurya Sha,PROD100535,Straightener Variant 1,Beauty,2,75202.14,Motihari,Net Banking
ORD000185820,2026-02-02,CUST149106,Raghav Narain,PROD100626,Knee Guard Variant 2,Sports,4,77910.7,Bhavnagar,UPI
ORD000185821,2026-02-02,CUST133745,Ojas Balasubramanian,PROD100261,Electric Kettle Variant 2,Home,5,20120.0,Chennai,Cash on Delivery
ORD000185822,2026-02-02,CUST118914,Ubika Barman,PROD100422,Medical Book Variant 3,Books,3,6033.31,Alwar,UPI
