order_id,order_date,customer_id,customer_name,product_id,product_name,category,quantity,price,city,payment_type
ORD000090328,2026-01-17,CUST122039,Rachit Bera,PROD100604,Resistance Band Variant 5,Sports,1,2286.73,Bulandshahr,Cash on Delivery
ORD000090329,2026-01-17,CUST113111,Brinda Sengupta,PROD100011,Tablet Variant 2,Electronics,5,61508.49,Nellore,Debit Card
ORD000090330,2026-01-17,CUST137683,Ronith Kapoor,PROD100296,Lamp Variant 2,Home,1,43557.79,Mehsana,Debit Card
ORD000090331,2026-01-17,CUST108389,Vritti Butala,PROD100600,Resistance Band Variant 1,Sports,2,28276.95,Mathura,Credit Card
ORD000090332,2026-01-17,CUST120524,Kalpit Dalal,PROD100180,Shorts Variant 1,Clothing,2,59745.35,Guntur,Cash on Delivery
ORD000090333,2026-01-17,CUST136148,Barkha Singh,PROD100309,Bedsheet Variant 5,Home,5,30454.3,Ujjain,Credit Card
ORD000090334,2026-01-17,CUST117036,Chanakya Pandya,PROD100407,Story Book Variant 3,Books,2,75053.81,Belgaum,Cash on Delivery
ORD000090335,2026-01-17,CUST136510,Yahvi Seth,PROD100633,Cycling Gloves Variant 4,Sports,4,45795.5,Gorakhpur,UPI
ORD000090336,2026-01-17,CUST139615,Utkarsh Barad,PROD100608,Treadmill Variant 4,Sports,4,66868.45,Chittoor,UPI
ORD000090337,2026-01-17,CUST106476,Timothy Gulati,PROD100592,Skipping Rope Variant 3,Sports,5,2987.62,Unnao,Net Banking
ORD000090338,2026-01-17,CUST106493,Jacob Yadav,PROD100311,Pillow Variant 2,Home,2,7729.17,Bangalore,Credit Card
ORD000090339,2026-01-17,CUST119195,Charles Sawhney,PROD100221,Sweater Variant 2,Clothing,2,6419.05,Kottayam,Debit Card
ORD000090340,2026-01-17,CUST127158,Panini Balan,PROD100511,Hair Mask Variant 2,Beauty,4,26780.49,Sonipat,Net Banking
ORD000090341,2026-01-17,CUST121655,Caleb Shetty,PROD100608,Treadmill Variant 4,Sports,3,62002.33,Serampore,Debit Card
ORD000090342,2026-01-17,CUST148800,Dalbir Ray,PROD100083,Graphics Card Variant 4,Electronics,4,56659.82,Davanagere,Net Banking
