order_id,order_date,customer_id,customer_name,product_id,product_name,category,quantity,price,city,payment_type
ORD000021821,2026-01-05,CUST147979,Ishita Vyas,PROD100465,Serum Variant 1,Beauty,3,40280.24,Aurangabad,Cash on Delivery
ORD000021822,2026-01-05,CUST133939,Mugdha Goswami,PROD100475,Deodorant Variant 1,Beauty,4,76086.49,Vasai-Virar,UPI
ORD000021823,2026-01-05,CUST123363,Jacob Chand,PROD100553,Cricket Ball Variant 4,Sports,4,75982.6,Siliguri,Debit Card
ORD000021824,2026-01-05,CUST132461,Sai Kara,PROD100255,Induction Cooktop Variant 1,Home,3,43404.95,Vijayawada,Net Banking
ORD000021825,2026-01-05,CUST129405,Omya Khanna,PROD100526,Face Razor Variant 2,Beauty,2,24261.04,Ghaziabad,Credit Card
ORD000021826,2026-01-05,CUST127637,Janya Bera,PROD100462,Sunscreen Variant 3,Beauty,3,1479.2,Raiganj,Cash on Delivery
ORD000021827,2026-01-05,CUST130506,Gabriel Raman,PROD100365,Biography Variant 1,Books,2,51635.9,Bihar Sharif,Cash on Delivery
ORD000021828,2026-01-05,CUST136705,Dhruv Bhatti,PROD100494,Compact Powder Variant 5,Beauty,3,43582.88,Nanded,UPI
ORD000021829,2026-01-05,CUST117233,Wridesh Virk,PROD100499,Hair Oil Variant 5,Beauty,1,25466.01,Muzaffarnagar,UPI
ORD000021830,2026-01-05,CUST103960,Victor Kohli,PROD100250,Microwave Oven Variant 1,Home,2,14729.7,Kozhikode,Cash on Delivery
ORD000021831,2026-01-05,CUST134150,Liam Saxena,PROD100360,Textbook Variant 1,Books,2,12614.45,Fatehpur,Cash on Delivery
ORD000021832,2026-01-05,CUST116399,Ojas Zacharia,PROD100420,Medical Book Variant 1,Books,1,22983.97,Kulti,Net Banking
ORD000021833,2026-01-05,CUST109170,Urishilla Sathe,PROD100297,Lamp Variant 3,Home,5,60593.86,Muzaffarpur,Credit Card
ORD000021834,2026-01-05,CUST143412,Dev Dhillon,PROD100304,Curtains Variant 5,Home,1,8183.47,Nagaon,Debit Card
ORD000021835,2026-01-05,CUST142217,Orinder Suri,PROD100406,Story Book Variant 2,Books,3,20070.84,Haldia,Cash on Delivery
ORD000021836,2026-01-05,CUST141428,Ishanvi Iyengar,PROD100585,Yoga Mat Variant 1,Sports,1,40412.91,Machilipatnam,Cash on Delivery
ORD000021837,2026-01-05,CUST128633,Sarthak Chandra,PROD100387,Question Bank Variant 3,Books,3,21173.92,Amaravati,Cash on Delivery
ORD000021838,2026-01-05,CUST115467,Yashawini Nayak,PROD100008,Laptop Variant 4,Electronics,5,18057.75,Sambhal,Debit Card
ORD000021839,2026-01-05,CUST125117,Jai Aggarwal,PROD100510,Hair Mask Variant 1,Beauty,5,22808.92,Kolkata,Net Banking
ORD000021840,2026-01-05,CUST134477,Noah Korpal,PROD100100,Soundbar Variant 1,Electronics,1,24955.87,Dhule,UPI
ORD000021841,2026-01-05,CUST133698,Shravya Sinha,PROD100161,Kurti Variant 2,Clothing,5,51098.4,Haldia,Credit Card
