order_id,order_date,customer_id,customer_name,product_id,product_name,category,quantity,price,city,payment_type
ORD000163556,2026-01-29,CUST114102,Yadavi Mann,PROD100211,Socks Variant 2,Clothing,2,66881.53,Latur,UPI
ORD000163557,2026-01-29,CUST112723,Urvashi Wadhwa,PROD100103,Soundbar Variant 4,Electronics,5,18557.63,New Delhi,UPI
ORD000163558,2026-01-29,CUST136950,Jalsa Deol,PROD100156,Kurta Variant 2,Clothing,5,1848.48,Unnao,Net Banking
ORD000163559,2026-01-29,CUST122116,Michael Parekh,PROD100359,Novel Variant 5,Books,4,79072.92,Hyderabad,Cash on Delivery
ORD000163560,2026-01-29,CUST145375,Zehaan Mistry,PROD100388,Question Bank Variant 4,Books,5,70255.0,Moradabad,UPI
ORD000163561,2026-01-29,CUST106051,Isaiah Chand,PROD100497,Hair Oil Variant 3,Beauty,1,75473.64,Phagwara,Cash on Delivery
ORD000163562,2026-01-29,CUST101107,Zashil Nagarajan,PROD100128,T-Shirt Variant 4,Clothing,2,23773.77,Navi Mumbai,Credit Card
ORD000163563,2026-01-29,CUST149236,Warinder Wali,PROD100441,History Book Variant 2,Books,1,78681.42,Gandhinagar,Debit Card
ORD000163564,2026-01-29,CUST125002,Neha Bhat,PROD100188,Skirt Variant 4,Clothing,5,65515.97,Nadiad,Cash on Delivery
ORD000163565,2026-01-29,CUST145092,Praneel Wali,PROD100522,Trimmer Variant 3,Beauty,5,65836.15,Bilaspur,Credit Card
ORD000163566,2026-01-29,CUST133583,Riya Nagi,PROD100116,Drone Variant 2,Electronics,2,49187.96,Begusarai,UPI
ORD000163567,2026-01-29,CUST109806,Yashvi Master,PROD100407,Story Book Variant 3,Books,1,8201.39,Udupi,Credit Card
ORD000163568,2026-01-29,CUST106664,Mohammed Baria,PROD100632,Cycling Gloves Variant 3,Sports,3,47771.19,Durg,UPI
ORD000163569,2026-01-29,CUST129404,Radhika Mitter,PROD100222,Sweater Variant 3,Clothing,1,41866.0,Allahabad,Cash on Delivery
ORD000163570,2026-01-29,CUST134636,Dev Bail,PROD100331,Sofa Variant 2,Home,4,69074.35,Jalna,Debit Card
ORD000163571,2026-01-29,CUST113607,Anthony Mall,PROD100330,Sofa Variant 1,Home,3,48855.99,Kottayam,Credit Card
ORD000163572,2026-01-29,CUST123894,Ira Garg,PROD100096,SSD Variant 2,Electronics,4,45595.85,Asansol,Net Banking
ORD000163573,2026-01-29,CUST146512,Viraj Sachdeva,PROD100417,Engineering Book Variant 3,Books,4,53391.87,North Dumdum,Credit Card
ORD000163574,2026-01-29,CUST111955,Darsh Mani,PROD100497,Hair Oil Variant 3,Beauty,1,31729.0,Eluru,Cash on Delivery
ORD000163575,2026-01-29,CUST103209,Zarna Ray,PROD100009,Laptop Variant 5,Electronics,2,64808.92,Morbi,Debit Card
ORD000163576,2026-01-29,CUST110929,David Narang,PROD100142,Trousers Variant 3,Clothing,3,57870.63,Salem,Cash on Delivery
ORD000163577,2026-01-29,CUST114229,Amaira Deshmukh,PROD100079,Gaming Console Variant 5,Electronics,1,9755.44,Madhyamgram,UPI
ORD000163578,2026-01-29,CUST143146,Kalpit Saraf,PROD100311,Pillow Variant 2,Home,2,7493.16,Giridih,Credit Card
ORD000163579,2026-01-29,CUST146832,Wyatt Banerjee,PROD100329,Chair Variant 5,Home,2,77582.06,Munger,Debit Card
ORD000163580,2026-01-29,CUST117328,Faqid Kothari,PROD100099,SSD Variant 5,Electronics,1,8661.67,Kamarhati,Net Banking
ORD000163581,2026-01-29,CUST100003,Warinder Ahuja,PROD100584,Basketball Variant 5,Sports,4,16958.5,Muzaffarpur,Net Banking
ORD000163582,2026-01-29,CUST115684,Divya Bora,PROD100158,Kurta Variant 4,Clothing,2,21294.87,Karnal,Cash on Delivery
ORD000163583,2026-01-29,CUST143207,Lila Khare,PROD100629,Knee Guard Variant 5,Sports,4,1022.54,Satna,Credit Card
ORD000163584,2026-01-29,CUST121567,Vyanjana Varma,PROD100338,Wardrobe Variant 4,Home,1,31843.78,Suryapet,UPI
ORD000163585,2026-01-29,CUST148814,Triveni Cheema,PROD100612,Gym Gloves Variant 3,Sports,2,15413.5,Vellore,Net Banking
ORD000163586,2026-01-29,CUST124209,Chandran Kaul,PROD100521,Trimmer Variant 2,Beauty,1,8867.38,Indore,Debit Card
ORD000163587,2026-01-29,CUST139355,Eiravati Krish,PROD100255,Induction Cooktop Variant 1,Home,3,41895.46,Nadiad,Net Banking
ORD000163588,2026-01-29,CUST104603,Anay Varkey,PROD100379,Magazine Variant 5,Books,4,4852.6,Erode,Net Banking
ORD000163589,2026-01-29,CUST133323,Amruta Chowdhury,PROD100542,Body Lotion Variant 3,Beauty,3,18233.22,Gurgaon,Cash on Delivery
ORD000163590,2026-01-29,CUST131857,Triveni Mannan,PROD100136,Jeans Variant 2,Clothing,2,42928.72,Erode,UPI
ORD000163591,2026-01-29,CUST123498,Geetika Swaminathan,PROD100538,Straightener Variant 4,Beauty,4,54733.16,Bidhannagar,Credit Card
ORD000163592,2026-01-29,CUST143990,Charles Natt,PROD100341,Bookshelf Variant 2,Home,2,30986.29,Korba,Net Banking
ORD000163593,2026-01-29,CUST134144,Frado Gupta,PROD100580,Basketball Variant 1,Sports,2,71308.41,Bhilai,Credit Card
ORD000163594,2026-01-29,CUST106310,Yamini Deol,PROD100399,Diary Variant 5,Books,2,60130.46,Bellary,Net Banking
ORD000163595,2026-01-29,CUST108704,Garima Sehgal,PROD100450,Face Cream Variant 1,Beauty,2,5235.94,Belgaum,UPI
ORD000163596,2026-01-29,CUST137230,Bachittar Sengupta,PROD100600,Resistance Band Variant 1,Sports,3,26974.01,Rewa,Net Banking
ORD000163597,2026-01-29,CUST113026,Dalbir Ramesh,PROD100350,Door Mat Variant 1,Home,5,34033.45,Jodhpur,Net Banking
ORD000163598,2026-01-29,CUST132699,Tamanna Zachariah,PROD100634,Cycling Gloves Variant 5,Sports,4,75845.38,Guntakal,Credit Card
ORD000163599,2026-01-29,CUST130253,Hemal Bava,PROD100204,Hoodie Variant 5,Clothing,1,66852.38,Rourkela,Net Banking
ORD000163600,2026-01-29,CUST117615,Jagat Raju,PROD100527,Face Razor Variant 3,Beauty,5,23520.16,Moradabad,UPI
ORD000163601,2026-01-29,CUST112472,David Saran,PROD100537,Straightener Variant 3,Beauty,3,42643.97,Baranagar,Credit Card
ORD000163602,2026-01-29,CUST113975,Harini Reddy,PROD100231,Nightwear Variant 2,Clothing,2,30635.85,Rewa,Debit Card
ORD000163603,2026-01-29,CUST106063,Leena Divan,PROD100132,Shirt Variant 3,Clothing,2,40381.65,Khandwa,Cash on Delivery
ORD000163604,2026-01-29,CUST143465,Nitara Rajagopal,PROD100243,Washing Machine Variant 4,Home,5,73646.37,Tiruppur,Credit Card
ORD000163605,2026-01-29,CUST106185,Advik Sidhu,PROD100170,Lehenga Variant 1,Clothing,2,78824.9,Sangli-Miraj & Kupwad,Debit Card
ORD000163606,2026-01-29,CUST140010,Netra Mall,PROD100026,Bluetooth Speaker Variant 2,Electronics,3,53454.65,Jabalpur,Credit Card
ORD000163607,2026-01-29,CUST146756,Manan Borah,PROD100151,Sweatshirt Variant 2,Clothing,1,39084.23,Katni,UPI
ORD000163608,2026-01-29,CUST118629,Chakrika Gokhale,PROD100604,Resistance Band Variant 5,Sports,2,5554.46,Hosur,Net Banking
ORD000163609,2026-01-29,CUST119257,Eiravati Chhabra,PROD100369,Biography Variant 5,Books,1,45467.56,Ambarnath,Cash on Delivery
ORD000163610,2026-01-29,CUST147130,Pahal Gala,PROD100408,Story Book Variant 4,Books,4,13807.89,Sambhal,Net Banking
ORD000163611,2026-01-29,CUST147402,Lucky Butala,PROD100216,Raincoat Variant 2,Clothing,2,54577.69,Thane,Debit Card
ORD000163612,2026-01-29,CUST127632,Saksham Badami,PROD100392,Notebook Variant 3,Books,2,22700.11,Sonipat,UPI
ORD000163613,2026-01-29,CUST105283,Manthan Mammen,PROD100000,Mobile Phone Variant 1,Electronics,2,67721.17,Haridwar,Debit Card
ORD000163614,2026-01-29,CUST132646,Neel Sharma,PROD100469,Serum Variant 5,Beauty,4,7888.7,Muzaffarnagar,Credit Card
ORD000163615,2026-01-29,CUST128470,Osha Din,PROD100391,Notebook Variant 2,Books,1,54960.24,Bahraich,Debit Card
ORD000163616,2026-01-29,CUST108290,Kamya Sarraf,PROD100336,Wardrobe Variant 2,Home,2,53815.56,Chapra,Credit Card
ORD000163617,2026-01-29,CUST127351,Raksha Comar,PROD100397,Diary Variant 3,Books,2,17425.97,Dindigul,Cash on Delivery
ORD000163618,2026-01-29,CUST127886,Bishakha Handa,PROD100330,Sofa Variant 1,Home,4,54940.8,Thane,Debit Card
ORD000163619,2026-01-29,CUST138165,Keya Walia,PROD100171,Lehenga Variant 2,Clothing,4,62264.54,Bardhaman,UPI
ORD000163620,2026-01-29,CUST133899,Keya Swamy,PROD100194,Top Variant 5,Clothing,4,30423.18,Chandrapur,Debit Card
ORD000163621,2026-01-29,CUST137207,Jyoti Char,PROD100551,Cricket Ball Variant 2,Sports,1,13388.15,Tirupati,Cash on Delivery
ORD000163622,2026-01-29,CUST121845,Balvan Dyal,PROD100202,Hoodie Variant 3,Clothing,1,15539.11,Bikaner,UPI
ORD000163623,2026-01-29,CUST133388,Vasatika Dugal,PROD100559,Football Variant 5,Sports,2,12733.54,Hazaribagh,Net Banking
ORD000163624,2026-01-29,CUST145824,Ishani Chahal,PROD100352,Door Mat Variant 3,Home,3,48726.3,Miryalaguda,UPI
ORD000163625,2026-01-29,CUST103004,Kiaan Gade,PROD100149,Jacket Variant 5,Clothing,2,61845.06,Satara,Cash on Delivery
ORD000163626,2026-01-29,CUST116243,Bimala Oza,PROD100395,Diary Variant 1,Books,5,64082.4,Bettiah,Debit Card
ORD000163627,2026-01-29,CUST137602,Farhan Yogi,PROD100289,Table Fan Variant 5,Home,4,19354.22,Eluru,Credit Card
ORD000163628,2026-01-29,CUST136274,Jack Issac,PROD100492,Compact Powder Variant 3,Beauty,3,32592.42,Mirzapur,Cash on Delivery
ORD000163629,2026-01-29,CUST105737,Aahana Iyer,PROD100605,Treadmill Variant 1,Sports,4,12998.4,Madanapalle,UPI
ORD000163630,2026-01-29,CUST122137,Dalaja Nori,PROD100415,Engineering Book Variant 1,Books,2,34713.98,Jodhpur,Debit Card
ORD000163631,2026-01-29,CUST104826,Rudra Shan,PROD100164,Kurti Variant 5,Clothing,3,39508.42,Faridabad,Cash on Delivery
ORD000163632,2026-01-29,CUST124627,Samar Lata,PROD100301,Curtains Variant 2,Home,3,10106.55,Delhi,Credit Card
ORD000163633,2026-01-29,CUST102210,Nisha Mohanty,PROD100262,Electric Kettle Variant 3,Home,1,57413.26,Munger,Debit Card
ORD000163634,2026-01-29,CUST120492,Rehaan Sehgal,PROD100085,Motherboard Variant 1,Electronics,5,2820.12,Kavali,Cash on Delivery
ORD000163635,2026-01-29,CUST117582,Christopher Batra,PROD100340,Bookshelf Variant 1,Home,1,62018.17,Tadipatri,Net Banking
ORD000163636,2026-01-29,CUST103237,Kashvi Radhakrishnan,PROD100309,Bedsheet Variant 5,Home,5,23790.77,Aizawl,Credit Card
ORD000163637,2026-01-29,CUST149935,Azaan Basak,PROD100581,Basketball Variant 2,Sports,3,10682.37,Hubli–Dharwad,Cash on Delivery
ORD000163638,2026-01-29,CUST149446,Adya Mitter,PROD100258,Induction Cooktop Variant 4,Home,3,51649.57,Nandyal,Net Banking
ORD000163639,2026-01-29,CUST129149,Chandran Wali,PROD100552,Cricket Ball Variant 3,Sports,4,44522.21,Ichalkaranji,Debit Card
ORD000163640,2026-01-29,CUST123049,Siya Shenoy,PROD100199,Track Pants Variant 5,Clothing,4,35431.29,Nizamabad,Net Banking
ORD000163641,2026-01-29,CUST129086,Ekanta Chakraborty,PROD100484,Lipstick Variant 5,Beauty,1,76787.9,Anand,UPI
ORD000163642,2026-01-29,CUST129562,Charles Murty,PROD100158,Kurta Variant 4,Clothing,1,62450.09,Ballia,Cash on Delivery
ORD000163643,2026-01-29,CUST135509,Varenya Sandhu,PROD100344,Bookshelf Variant 5,Home,4,63127.81,Machilipatnam,Debit Card
ORD000163644,2026-01-29,CUST108379,Gagan Rajagopalan,PROD100280,Air Cooler Variant 1,Home,2,46004.86,Bhalswa Jahangir Pur,Cash on Delivery
ORD000163645,2026-01-29,CUST141188,Madhav Bir,PROD100084,Graphics Card Variant 5,Electronics,4,5982.4,Rohtak,Net Banking
ORD000163646,2026-01-29,CUST109489,Advay Chada,PROD100228,Innerwear Variant 4,Clothing,1,60730.53,Bhilai,Cash on Delivery
ORD000163647,2026-01-29,CUST142917,Veda Deshpande,PROD100393,Notebook Variant 4,Books,5,32884.83,Ramagundam,Credit Card
ORD000163648,2026-01-29,CUST110451,Maanav Tara,PROD100355,Novel Variant 1,Books,5,52736.95,Yamunanagar,Credit Card
ORD000163649,2026-01-29,CUST129431,Suhani Pall,PROD100631,Cycling Gloves Variant 2,Sports,5,68811.33,Bhalswa Jahangir Pur,Cash on Delivery
ORD000163650,2026-01-29,CUST120561,Isha Rama,PROD100585,Yoga Mat Variant 1,Sports,4,73818.39,Gandhidham,Debit Card
ORD000163651,2026-01-29,CUST106923,Ojas Ray,PROD100102,Soundbar Variant 3,Electronics,2,57805.73,Mysore,Credit Card
ORD000163652,2026-01-29,CUST109433,Lakshmi Dash,PROD100144,Trousers Variant 5,Clothing,1,25793.45,Ajmer,Credit Card
ORD000163653,2026-01-29,CUST115099,Xalak Koshy,PROD100509,Conditioner Variant 5,Beauty,2,25208.74,Silchar,Debit Card
ORD000163654,2026-01-29,CUST142912,Pooja Gola,PROD100429,Law Book Variant 5,Books,1,50218.19,New Delhi,Net Banking
ORD000163655,2026-01-29,CUST112603,Oscar Kala,PROD100428,Law Book Variant 4,Books,2,2764.12,Bardhaman,Net Banking
ORD000163656,2026-01-29,CUST127091,Finn Kulkarni,PROD100633,Cycling Gloves Variant 4,Sports,1,68971.39,Medininagar,Net Banking
ORD000163657,2026-01-29,CUST144857,Bhavani Wason,PROD100181,Shorts Variant 2,Clothing,2,38098.56,Malegaon,Credit Card
ORD000163658,2026-01-29,CUST100685,Ira Deshpande,PROD100484,Lipstick Variant 5,Beauty,3,21153.75,Agra,Debit Card
ORD000163659,2026-01-29,CUST131864,Vamakshi Shan,PROD100336,Wardrobe Variant 2,Home,2,69722.64,Guntakal,Debit Card
ORD000163660,2026-01-29,CUST128166,Chameli Bhat,PROD100000,Mobile Phone Variant 1,Electronics,4,56457.54,Sultan Pur Majra,Cash on Delivery
ORD000163661,2026-01-29,CUST134297,Azaan Bir,PROD100313,Pillow Variant 4,Home,3,6344.52,Panchkula,Debit Card
ORD000163662,2026-01-29,CUST139490,Varsha Dutt,PROD100029,Bluetooth Speaker Variant 5,Electronics,3,30197.02,Kanpur,Cash on Delivery
ORD000163663,2026-01-29,CUST111955,Darsh Mani,PROD100335,Wardrobe Variant 1,Home,1,19055.52,Eluru,Cash on Delivery
ORD000163664,2026-01-29,CUST100601,Pratyush Ratti,PROD100014,Tablet Variant 5,Electronics,5,53082.99,Bihar Sharif,UPI
ORD000163665,2026-01-29,CUST143528,Imaran Mandal,PROD100232,Nightwear Variant 3,Clothing,3,47974.8,Faridabad,Cash on Delivery
ORD000163666,2026-01-29,CUST140271,Aahana Memon,PROD100363,Textbook Variant 4,Books,4,53792.7,Udaipur,Net Banking
ORD000163667,2026-01-29,CUST111137,Vaishnavi Dewan,PROD100413,Children Book Variant 4,Books,3,46701.37,Meerut,UPI
ORD000163668,2026-01-29,CUST134364,Triya Basu,PROD100152,Sweatshirt Variant 3,Clothing,4,73306.28,Nellore,UPI
ORD000163669,2026-01-29,CUST126956,Leela Sharaf,PROD100384,Exam Guide Variant 5,Books,1,21488.57,Vellore,UPI
ORD000163670,2026-01-29,CUST130521,Watika Kale,PROD100067,External Hard Drive Variant 3,Electronics,1,62137.06,Begusarai,Credit Card
ORD000163671,2026-01-29,CUST134296,Owen Bali,PROD100431,Maths Book Variant 2,Books,2,11958.46,Kumbakonam,Cash on Delivery
ORD000163672,2026-01-29,CUST140954,Zehaan Basak,PROD100252,Microwave Oven Variant 3,Home,2,11528.97,Pune,Credit Card
ORD000163673,2026-01-29,CUST107238,Maanas Gopal,PROD100359,Novel Variant 5,Books,3,9446.26,Jamshedpur,Credit Card
ORD000163674,2026-01-29,CUST100666,Libni Buch,PROD100075,Gaming Console Variant 1,Electronics,3,12782.3,Gorakhpur,Credit Card
ORD000163675,2026-01-29,CUST144101,Yauvani Zacharia,PROD100163,Kurti Variant 4,Clothing,3,3400.25,Panihati,Cash on Delivery
