order_id,order_date,customer_id,customer_name,product_id,product_name,category,quantity,price,city,payment_type
ORD000174068,2026-01-31,CUST124929,Chandani Din,PROD100507,Conditioner Variant 3,Beauty,1,29738.21,Solapur,Cash on Delivery
ORD000174069,2026-01-31,CUST131606,Forum Anne,PROD100317,Mattress Variant 3,Home,4,64724.78,Howrah,Net Banking
ORD000174070,2026-01-31,CUST135745,Xiti Nagi,PROD100305,Bedsheet Variant 1,Home,1,69895.63,Baranagar,Net Banking
ORD000174071,2026-01-31,CUST143582,Chavvi Nadig,PROD100157,Kurta Variant 3,Clothing,1,13190.84,Deoghar,Cash on Delivery
ORD000174072,2026-01-31,CUST131415,Odika Agrawal,PROD100604,Resistance Band Variant 5,Sports,1,1795.49,Darbhanga,UPI
ORD000174073,2026-01-31,CUST127566,Azad Babu,PROD100452,Face Cream Variant 3,Beauty,3,51306.64,Sirsa,UPI
ORD000174074,2026-01-31,CUST149526,Kavya Manne,PROD100381,Exam Guide Variant 2,Books,1,59500.37,Pimpri-Chinchwad,Credit Card
ORD000174075,2026-01-31,CUST117091,Vritti Krishnamurthy,PROD100081,Graphics Card Variant 2,Electronics,2,17009.13,Sangli-Miraj & Kupwad,Cash on Delivery
ORD000174076,2026-01-31,CUST119781,Barkha Naik,PROD100520,Trimmer Variant 1,Beauty,1,15086.0,Davanagere,Net Banking
ORD000174077,2026-01-31,CUST111215,Widisha Chauhan,PROD100433,Maths Book Variant 4,Books,1,12188.69,Raebareli,Debit Card
ORD000174078,2026-01-31,CUST147478,Rayaan Sur,PROD100534,Hair Dryer Variant 5,Beauty,5,14986.93,Muzaffarnagar,Credit Card
ORD000174079,2026-01-31,CUST148147,Garima Walia,PROD100373,Comics Variant 4,Books,4,24145.64,Malda,Cash on Delivery
ORD000174080,2026-01-31,CUST116396,Lekha Bose,PROD100260,Electric Kettle Variant 1,Home,2,63571.59,Buxar,UPI
ORD000174081,2026-01-31,CUST141975,Noah Nanda,PROD100278,Vacuum Cleaner Variant 4,Home,4,58213.16,Orai,Cash on Delivery
ORD000174082,2026-01-31,CUST107406,Watika Ghosh,PROD100166,Saree Variant 2,Clothing,3,48907.61,Bhusawal,Cash on Delivery
ORD000174083,2026-01-31,CUST100341,Charita Peri,PROD100633,Cycling Gloves Variant 4,Sports,5,41240.89,Vellore,Net Banking
ORD000174084,2026-01-31,CUST117313,Lopa Pandya,PROD100565,Badminton Racket Variant 1,Sports,1,22268.26,Dharmavaram,Cash on Delivery
ORD000174085,2026-01-31,CUST137300,Harini Goel,PROD100453,Face Cream Variant 4,Beauty,3,263.95,Farrukhabad,Credit Card
ORD000174086,2026-01-31,CUST137074,Guneet Rana,PROD100480,Lipstick Variant 1,Beauty,1,77707.51,Hapur,UPI
ORD000174087,2026-01-31,CUST149327,Ekaja Munshi,PROD100404,Self Help Book Variant 5,Books,2,61610.12,Chennai,Net Banking
ORD000174088,2026-01-31,CUST127183,Eta Agrawal,PROD100025,Bluetooth Speaker Variant 1,Electronics,1,10812.31,Bijapur,Cash on Delivery
ORD000174089,2026-01-31,CUST128844,Saksham Saran,PROD100276,Vacuum Cleaner Variant 2,Home,3,70932.45,Tadipatri,Net Banking
ORD000174090,2026-01-31,CUST111774,Jasmit Chad,PROD100514,Hair Mask Variant 5,Beauty,2,40426.08,Tinsukia,Cash on Delivery
ORD000174091,2026-01-31,CUST116751,Chakrika Walla,PROD100188,Skirt Variant 4,Clothing,1,44212.6,Lucknow,Credit Card
ORD000174092,2026-01-31,CUST115958,Leena Roy,PROD100070,USB Flash Drive Variant 1,Electronics,4,74383.74,Bhiwani,Debit Card
ORD000174093,2026-01-31,CUST128494,Samuel Nigam,PROD100249,Refrigerator Variant 5,Home,3,70644.76,Ranchi,Credit Card
ORD000174094,2026-01-31,CUST118683,Faraj Kari,PROD100612,Gym Gloves Variant 3,Sports,3,25169.88,Jodhpur,Net Banking
ORD000174095,2026-01-31,CUST107093,Ekta Devi,PROD100372,Comics Variant 3,Books,4,4427.75,Indore,UPI
ORD000174096,2026-01-31,CUST121184,Qasim Dora,PROD100524,Trimmer Variant 5,Beauty,2,45920.01,Davanagere,Cash on Delivery
ORD000174097,2026-01-31,CUST130989,Noah Grewal,PROD100227,Innerwear Variant 3,Clothing,4,59495.12,Ramgarh,Cash on Delivery
ORD000174098,2026-01-31,CUST117999,Wahab Lall,PROD100442,History Book Variant 3,Books,3,77266.62,Ongole,Debit Card
ORD000174099,2026-01-31,CUST149059,Warjas Randhawa,PROD100502,Shampoo Variant 3,Beauty,1,75973.24,Navi Mumbai,Debit Card
ORD000174100,2026-01-31,CUST144139,Raagini Raval,PROD100045,Monitor Variant 1,Electronics,2,48078.82,Guna,Net Banking
ORD000174101,2026-01-31,CUST143217,Bhavini Korpal,PROD100573,Shuttlecock Variant 4,Sports,3,3805.41,Ulhasnagar,UPI
ORD000174102,2026-01-31,CUST146297,Ishanvi Pai,PROD100198,Track Pants Variant 4,Clothing,2,22699.45,Khora ,UPI
ORD000174103,2026-01-31,CUST149291,Qasim Baral,PROD100268,Iron Variant 4,Home,4,22575.32,Ballia,Debit Card
ORD000174104,2026-01-31,CUST105862,Warda Narang,PROD100026,Bluetooth Speaker Variant 2,Electronics,5,59518.85,Haldia,UPI
ORD000174105,2026-01-31,CUST100499,Ira Dutt,PROD100328,Chair Variant 4,Home,1,44048.27,Bulandshahr,Debit Card
ORD000174106,2026-01-31,CUST108903,Bahadurjit Rai,PROD100593,Skipping Rope Variant 4,Sports,5,26135.25,Guna,Cash on Delivery
ORD000174107,2026-01-31,CUST111252,Sara Kohli,PROD100449,Face Wash Variant 5,Beauty,4,31634.71,Uluberia,Cash on Delivery
ORD000174108,2026-01-31,CUST117181,Dev Mohanty,PROD100190,Top Variant 1,Clothing,3,57255.57,Rajpur Sonarpur,UPI
ORD000174109,2026-01-31,CUST131142,Gautam Karnik,PROD100552,Cricket Ball Variant 3,Sports,4,55802.92,Nandyal,Net Banking
ORD000174110,2026-01-31,CUST127508,Hitesh Setty,PROD100425,Law Book Variant 1,Books,3,72758.16,Raichur,Cash on Delivery
ORD000174111,2026-01-31,CUST106651,Onkar Mukhopadhyay,PROD100572,Shuttlecock Variant 3,Sports,5,74898.66,Bhopal,Net Banking
ORD000174112,2026-01-31,CUST138582,Akshay Sabharwal,PROD100139,Jeans Variant 5,Clothing,3,73513.79,Pondicherry,UPI
ORD000174113,2026-01-31,CUST114026,Bhavika Devan,PROD100513,Hair Mask Variant 4,Beauty,2,31828.63,Gopalpur,Debit Card
ORD000174114,2026-01-31,CUST114565,Warda Chauhan,PROD100550,Cricket Ball Variant 1,Sports,5,60309.66,North Dumdum,Credit Card
ORD000174115,2026-01-31,CUST121739,Frederick Dada,PROD100443,History Book Variant 4,Books,2,48599.22,Pune,Net Banking
ORD000174116,2026-01-31,CUST136275,Nirja Sura,PROD100152,Sweatshirt Variant 3,Clothing,1,52405.44,Srinagar,UPI
ORD000174117,2026-01-31,CUST146575,Nathaniel Konda,PROD100274,Water Purifier Variant 5,Home,5,20222.68,Ballia,Cash on Delivery
ORD000174118,2026-01-31,CUST116329,Isaiah Sachar,PROD100355,Novel Variant 1,Books,4,4921.91,Khammam,Cash on Delivery
ORD000174119,2026-01-31,CUST103020,Jhalak Dass,PROD100505,Conditioner Variant 1,Beauty,2,78422.1,Meerut,Cash on Delivery
ORD000174120,2026-01-31,CUST143137,Michael Patil,PROD100534,Hair Dryer Variant 5,Beauty,4,32218.72,Solapur,Credit Card
