order_id,order_date,customer_id,customer_name,product_id,product_name,category,quantity,price,city,payment_type
ORD000027900,2026-01-06,CUST131708,Darsh Gole,PROD100133,Shirt Variant 4,Clothing,4,10388.85,Rampur,Debit Card
ORD000027901,2026-01-06,CUST145320,Udarsh Murty,PROD100579,Tennis Racket Variant 5,Sports,1,15362.8,Kishanganj,Credit Card
ORD000027902,2026-01-06,CUST108836,Nathan Dey,PROD100477,Deodorant Variant 3,Beauty,5,75385.1,Rajahmundry,Net Banking
ORD000027903,2026-01-06,CUST143887,Diya Dani,PROD100310,Pillow Variant 1,Home,5,23168.87,Ongole,Cash on Delivery
ORD000027904,2026-01-06,CUST137908,Amol Vohra,PROD100349,Wall Clock Variant 5,Home,1,61611.95,Ramgarh,Net Banking
ORD000027905,2026-01-06,CUST143789,Tristan Rama,PROD100282,Air Cooler Variant 3,Home,1,65762.0,Eluru,Credit Card
ORD000027906,2026-01-06,CUST117888,Arin Pau,PROD100547,Cricket Bat Variant 3,Sports,3,21840.53,Miryalaguda,Net Banking
ORD000027907,2026-01-06,CUST102052,Ishwar Ganesan,PROD100427,Law Book Variant 3,Books,3,8322.14,Mehsana,Net Banking
ORD000027908,2026-01-06,CUST146045,Fariq Dhawan,PROD100603,Resistance Band Variant 4,Sports,1,59379.01,Satna,Net Banking
ORD000027909,2026-01-06,CUST120704,Charles Ghose,PROD100013,Tablet Variant 4,Electronics,5,73135.72,Kishanganj,Debit Card
ORD000027910,2026-01-06,CUST124167,Sai Sant,PROD100371,Comics Variant 2,Books,1,55236.66,Secunderabad,Net Banking
ORD000027911,2026-01-06,CUST146199,Rajeshri Mane,PROD100334,Sofa Variant 5,Home,1,64123.93,Etawah,Net Banking
ORD000027912,2026-01-06,CUST117681,Chandani Manne,PROD100388,Question Bank Variant 4,Books,4,78520.84,Korba,Debit Card
ORD000027913,2026-01-06,CUST145127,Meghana Venkatesh,PROD100125,T-Shirt Variant 1,Clothing,5,626.75,Kalyan-Dombivli,Cash on Delivery
ORD000027914,2026-01-06,CUST120459,Faqid Ratti,PROD100529,Face Razor Variant 5,Beauty,4,8243.68,Bongaigaon,Net Banking
ORD000027915,2026-01-06,CUST109692,Meghana Trivedi,PROD100434,Maths Book Variant 5,Books,4,21877.44,Rampur,Net Banking
ORD000027916,2026-01-06,CUST118465,Upkaar Mody,PROD100311,Pillow Variant 2,Home,3,2929.96,Bijapur,UPI
ORD000027917,2026-01-06,CUST121263,Andrew Parmar,PROD100419,Engineering Book Variant 5,Books,3,59584.21,Siliguri,Net Banking
ORD000027918,2026-01-06,CUST107906,David Sami,PROD100439,Science Book Variant 5,Books,1,13385.95,Nagpur,Cash on Delivery
ORD000027919,2026-01-06,CUST126480,Yauvani Basak,PROD100200,Hoodie Variant 1,Clothing,4,36561.31,Patiala,Debit Card
ORD000027920,2026-01-06,CUST149658,Suhani Sachar,PROD100564,Volleyball Variant 5,Sports,4,41537.86,Panipat,UPI
ORD000027921,2026-01-06,CUST131347,Kashish Bhatt,PROD100338,Wardrobe Variant 4,Home,1,11557.91,Bulandshahr,UPI
ORD000027922,2026-01-06,CUST146632,Vincent Kohli,PROD100323,Dining Table Variant 4,Home,2,37337.56,Vijayawada,Net Banking
ORD000027923,2026-01-06,CUST141197,Ikshita Hegde,PROD100174,Lehenga Variant 5,Clothing,1,12719.73,Barasat,Debit Card
ORD000027924,2026-01-06,CUST138261,Sarthak Varkey,PROD100622,Helmet Variant 3,Sports,5,25936.07,Jalna,Credit Card
ORD000027925,2026-01-06,CUST101430,Kashish Rama,PROD100519,Beard Oil Variant 5,Beauty,5,16107.17,Adoni,Net Banking
ORD000027926,2026-01-06,CUST127649,Mohini Dash,PROD100556,Football Variant 2,Sports,1,7964.22,Baranagar,Net Banking
ORD000027927,2026-01-06,CUST148819,Nimrat Soni,PROD100116,Drone Variant 2,Electronics,5,45683.62,Bhiwandi,Cash on Delivery
ORD000027928,2026-01-06,CUST114109,Triveni Balan,PROD100254,Microwave Oven Variant 5,Home,5,26204.57,Junagadh,Net Banking
ORD000027929,2026-01-06,CUST135272,Andrew Kalla,PROD100574,Shuttlecock Variant 5,Sports,2,31481.01,Mango,Debit Card
ORD000027930,2026-01-06,CUST114529,Udyati Sinha,PROD100560,Volleyball Variant 1,Sports,3,77081.12,Hyderabad,Credit Card
ORD000027931,2026-01-06,CUST103733,Harinakshi Iyer,PROD100160,Kurti Variant 1,Clothing,4,42355.72,Gopalpur,UPI
ORD000027932,2026-01-06,CUST132816,Amara Varma,PROD100460,Sunscreen Variant 1,Beauty,1,10380.58,Amaravati,Credit Card
ORD000027933,2026-01-06,CUST147870,Farhan Balakrishnan,PROD100334,Sofa Variant 5,Home,4,65763.24,Mangalore,Net Banking
ORD000027934,2026-01-06,CUST118882,Warda Atwal,PROD100599,Dumbbells Variant 5,Sports,2,35879.53,South Dumdum,Credit Card
ORD000027935,2026-01-06,CUST122948,Triveni Sarraf,PROD100000,Mobile Phone Variant 1,Electronics,5,42727.58,Karimnagar,UPI
ORD000027936,2026-01-06,CUST132682,Inaya Yohannan,PROD100511,Hair Mask Variant 2,Beauty,3,20649.9,Raipur,Cash on Delivery
ORD000027937,2026-01-06,CUST134217,Lavanya Minhas,PROD100510,Hair Mask Variant 1,Beauty,1,9597.9,Ahmedabad,Net Banking
ORD000027938,2026-01-06,CUST109547,Charan Shanker,PROD100276,Vacuum Cleaner Variant 2,Home,5,21191.16,Shahjahanpur,Credit Card
ORD000027939,2026-01-06,CUST120616,Udant Dixit,PROD100119,Drone Variant 5,Electronics,2,71339.36,Gaya,Debit Card
ORD000027940,2026-01-06,CUST147342,Bhanumati Sama,PROD100408,Story Book Variant 4,Books,1,74439.79,Raebareli,UPI
ORD000027941,2026-01-06,CUST141048,Madhav Jhaveri,PROD100522,Trimmer Variant 3,Beauty,1,24176.62,Rajpur Sonarpur,Cash on Delivery
ORD000027942,2026-01-06,CUST142895,Ansh Thakkar,PROD100146,Jacket Variant 2,Clothing,5,79472.22,Haldia,Debit Card
ORD000027943,2026-01-06,CUST146435,Adya Badal,PROD100285,Table Fan Variant 1,Home,2,76488.46,Rajpur Sonarpur,Debit Card
ORD000027944,2026-01-06,CUST137074,Guneet Rana,PROD100621,Helmet Variant 2,Sports,3,25362.54,Hapur,Cash on Delivery
ORD000027945,2026-01-06,CUST103414,Sarthak Bumb,PROD100231,Nightwear Variant 2,Clothing,1,997.12,Gandhidham,Net Banking
ORD000027946,2026-01-06,CUST126123,Kevin Sarkar,PROD100039,Keyboard Variant 5,Electronics,4,42098.35,Howrah,UPI
ORD000027947,2026-01-06,CUST120272,Bhavini Dayal,PROD100260,Electric Kettle Variant 1,Home,4,64244.91,Pallavaram,Credit Card
ORD000027948,2026-01-06,CUST106277,Oeshi Sheth,PROD100402,Self Help Book Variant 3,Books,4,58243.75,Chapra,Cash on Delivery
ORD000027949,2026-01-06,CUST133600,Rayaan Dora,PROD100438,Science Book Variant 4,Books,2,55289.91,Gandhinagar,Cash on Delivery
